ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,trans_id,rtt,query,qclass,qclass_name,qtype,qtype_name,rcode,rcode_name,AA,TC,RD,RA,Z,answers,TTLs,rejected,opcode,opcode_name
1776833325.251317,CEHCgv3SCxWd2jRF44,192.168.8.123,44073,192.168.8.1,53,udp,59840,-,0.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776833325.251337,CEHCgv3SCxWd2jRF44,192.168.8.123,44073,192.168.8.1,53,udp,58308,-,0.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776833325.251403,CEHCgv3SCxWd2jRF44,192.168.8.123,44073,192.168.8.1,53,udp,59840,-,0.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776833325.251406,CEHCgv3SCxWd2jRF44,192.168.8.123,44073,192.168.8.1,53,udp,58308,-,0.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776833325.252236,CK5QLA3RXbe2ZSQ8Yh,192.168.8.123,42890,192.168.8.1,53,udp,7766,-,0.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776833325.252245,CK5QLA3RXbe2ZSQ8Yh,192.168.8.123,42890,192.168.8.1,53,udp,48725,-,0.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776833325.252815,CSaWe0130dJGqGX6Bi,192.168.8.123,40916,192.168.8.1,53,udp,64569,-,1.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776833325.252830,CSaWe0130dJGqGX6Bi,192.168.8.123,40916,192.168.8.1,53,udp,38471,-,1.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776833325.252894,CSaWe0130dJGqGX6Bi,192.168.8.123,40916,192.168.8.1,53,udp,64569,-,1.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776833325.252895,CSaWe0130dJGqGX6Bi,192.168.8.123,40916,192.168.8.1,53,udp,38471,-,1.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776833325.253512,CLTpoG6oyXVHtTd22,192.168.8.123,37683,192.168.8.1,53,udp,37320,-,1.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776833325.253521,CLTpoG6oyXVHtTd22,192.168.8.123,37683,192.168.8.1,53,udp,16078,-,1.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776833325.253952,C3uYHC40PiT7KtyPug,192.168.8.123,33490,192.168.8.1,53,udp,17568,-,2.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776833325.253968,C3uYHC40PiT7KtyPug,192.168.8.123,33490,192.168.8.1,53,udp,45475,-,2.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776833325.254027,C3uYHC40PiT7KtyPug,192.168.8.123,33490,192.168.8.1,53,udp,17568,-,2.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776833325.254029,C3uYHC40PiT7KtyPug,192.168.8.123,33490,192.168.8.1,53,udp,45475,-,2.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776833325.254666,C6wEyAwFngtkqdsY9,192.168.8.123,56531,192.168.8.1,53,udp,36187,-,2.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776833325.254674,C6wEyAwFngtkqdsY9,192.168.8.123,56531,192.168.8.1,53,udp,62809,-,2.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776833325.255183,CUs2BskCAOZtdj1q1,192.168.8.123,41699,192.168.8.1,53,udp,38978,-,3.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776833325.255199,CUs2BskCAOZtdj1q1,192.168.8.123,41699,192.168.8.1,53,udp,32065,-,3.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776833325.255261,CUs2BskCAOZtdj1q1,192.168.8.123,41699,192.168.8.1,53,udp,38978,-,3.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776833325.255263,CUs2BskCAOZtdj1q1,192.168.8.123,41699,192.168.8.1,53,udp,32065,-,3.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
