ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,trans_id,rtt,query,qclass,qclass_name,qtype,qtype_name,rcode,rcode_name,AA,TC,RD,RA,Z,answers,TTLs,rejected,opcode,opcode_name
1776867785.376092,CTMQiW1E2ptFWoH7Ok,192.168.8.236,55795,192.168.8.1,53,udp,48669,-,2.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776867785.376096,CTMQiW1E2ptFWoH7Ok,192.168.8.236,55795,192.168.8.1,53,udp,49409,-,2.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776867785.376705,CTMQiW1E2ptFWoH7Ok,192.168.8.236,55795,192.168.8.1,53,udp,48669,-,2.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776867785.376728,CTMQiW1E2ptFWoH7Ok,192.168.8.236,55795,192.168.8.1,53,udp,49409,-,2.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776867785.377157,C1ae0R3dmKPgaI7ysi,192.168.8.236,58642,192.168.8.1,53,udp,32879,-,2.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776867785.377159,C1ae0R3dmKPgaI7ysi,192.168.8.236,58642,192.168.8.1,53,udp,32615,-,2.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776867785.378000,Csf9gQ2HUMrmQKRAQ6,192.168.8.236,60079,192.168.8.1,53,udp,7074,-,3.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776867785.378001,Csf9gQ2HUMrmQKRAQ6,192.168.8.236,60079,192.168.8.1,53,udp,685,-,3.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776867785.378314,Csf9gQ2HUMrmQKRAQ6,192.168.8.236,60079,192.168.8.1,53,udp,7074,-,3.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776867785.378315,Csf9gQ2HUMrmQKRAQ6,192.168.8.236,60079,192.168.8.1,53,udp,685,-,3.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776867785.378692,CddYYX3xGvIGtwmIKd,192.168.8.236,34747,192.168.8.1,53,udp,46073,-,3.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776867785.378694,CddYYX3xGvIGtwmIKd,192.168.8.236,34747,192.168.8.1,53,udp,759,-,3.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776867785.379511,CWLJkP3h6tp5kFSgKd,192.168.8.236,52298,192.168.8.1,53,udp,23967,-,0.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776867785.379513,CWLJkP3h6tp5kFSgKd,192.168.8.236,52298,192.168.8.1,53,udp,49047,-,0.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776867785.379820,CWLJkP3h6tp5kFSgKd,192.168.8.236,52298,192.168.8.1,53,udp,23967,-,0.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776867785.379822,CWLJkP3h6tp5kFSgKd,192.168.8.236,52298,192.168.8.1,53,udp,49047,-,0.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776867785.380193,CUjqws1iaiU2OrUzSf,192.168.8.236,57982,192.168.8.1,53,udp,62203,-,0.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776867785.380194,CUjqws1iaiU2OrUzSf,192.168.8.236,57982,192.168.8.1,53,udp,64737,-,0.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776867785.381051,CCW6UG2ORpIxaEJLA1,192.168.8.236,55385,192.168.8.1,53,udp,4110,-,1.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776867785.381053,CCW6UG2ORpIxaEJLA1,192.168.8.236,55385,192.168.8.1,53,udp,12311,-,1.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776867785.381358,CCW6UG2ORpIxaEJLA1,192.168.8.236,55385,192.168.8.1,53,udp,4110,-,1.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776867785.381359,CCW6UG2ORpIxaEJLA1,192.168.8.236,55385,192.168.8.1,53,udp,12311,-,1.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776867785.381740,Cs6ZSo4Dkb02kTfWk9,192.168.8.236,33767,192.168.8.1,53,udp,18063,-,1.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776867785.381741,Cs6ZSo4Dkb02kTfWk9,192.168.8.236,33767,192.168.8.1,53,udp,58501,-,1.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776867785.382581,CkEEEA1lSr3G0Cl5Z8,192.168.8.236,54186,192.168.8.1,53,udp,48504,-,2.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776867785.382583,CkEEEA1lSr3G0Cl5Z8,192.168.8.236,54186,192.168.8.1,53,udp,51838,-,2.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776867785.382978,CkEEEA1lSr3G0Cl5Z8,192.168.8.236,54186,192.168.8.1,53,udp,48504,-,2.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
