ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,trans_id,rtt,query,qclass,qclass_name,qtype,qtype_name,rcode,rcode_name,AA,TC,RD,RA,Z,answers,TTLs,rejected,opcode,opcode_name
1776853353.121413,CfAqjQ37JkkYPMmpg4,192.168.8.123,48512,192.168.8.1,53,udp,31928,-,0.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.121432,CfAqjQ37JkkYPMmpg4,192.168.8.123,48512,192.168.8.1,53,udp,12164,-,0.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.121493,CfAqjQ37JkkYPMmpg4,192.168.8.123,48512,192.168.8.1,53,udp,31928,-,0.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.121496,CfAqjQ37JkkYPMmpg4,192.168.8.123,48512,192.168.8.1,53,udp,12164,-,0.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.122460,CegLDU1x9oI0hwhJh1,192.168.8.123,57813,192.168.8.1,53,udp,51768,-,0.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776853353.122470,CegLDU1x9oI0hwhJh1,192.168.8.123,57813,192.168.8.1,53,udp,1573,-,0.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776853353.122977,Cl95S31BZsIBZkSQW7,192.168.8.123,44319,192.168.8.1,53,udp,36400,-,1.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.122993,Cl95S31BZsIBZkSQW7,192.168.8.123,44319,192.168.8.1,53,udp,25138,-,1.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.123060,Cl95S31BZsIBZkSQW7,192.168.8.123,44319,192.168.8.1,53,udp,36400,-,1.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.123064,Cl95S31BZsIBZkSQW7,192.168.8.123,44319,192.168.8.1,53,udp,25138,-,1.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.123633,C9L4t8423Mx51susq3,192.168.8.123,45475,192.168.8.1,53,udp,25944,-,1.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776853353.123640,C9L4t8423Mx51susq3,192.168.8.123,45475,192.168.8.1,53,udp,26717,-,1.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776853353.124083,CRsMGE3QkJ7RSlDXC6,192.168.8.123,59657,192.168.8.1,53,udp,24892,-,2.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.124095,CRsMGE3QkJ7RSlDXC6,192.168.8.123,59657,192.168.8.1,53,udp,55587,-,2.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.124155,CRsMGE3QkJ7RSlDXC6,192.168.8.123,59657,192.168.8.1,53,udp,24892,-,2.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.124158,CRsMGE3QkJ7RSlDXC6,192.168.8.123,59657,192.168.8.1,53,udp,55587,-,2.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.124773,CEWZPq1mWQaa395fUk,192.168.8.123,55948,192.168.8.1,53,udp,57594,-,2.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776853353.124781,CEWZPq1mWQaa395fUk,192.168.8.123,55948,192.168.8.1,53,udp,27132,-,2.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776853353.125180,C0Snuh2g5ZljxilAxh,192.168.8.123,35248,192.168.8.1,53,udp,64976,-,3.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.125191,C0Snuh2g5ZljxilAxh,192.168.8.123,35248,192.168.8.1,53,udp,23510,-,3.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.125256,C0Snuh2g5ZljxilAxh,192.168.8.123,35248,192.168.8.1,53,udp,64976,-,3.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.125259,C0Snuh2g5ZljxilAxh,192.168.8.123,35248,192.168.8.1,53,udp,23510,-,3.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.126336,CE0XlMktVm5Exhkz8,192.168.8.123,51005,192.168.8.1,53,udp,32868,-,3.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776853353.126352,CE0XlMktVm5Exhkz8,192.168.8.123,51005,192.168.8.1,53,udp,28519,-,3.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776853353.126859,COzhnL38FMTg7ISYJj,192.168.8.123,36062,192.168.8.1,53,udp,48279,-,0.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.126875,COzhnL38FMTg7ISYJj,192.168.8.123,36062,192.168.8.1,53,udp,15017,-,0.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.126946,COzhnL38FMTg7ISYJj,192.168.8.123,36062,192.168.8.1,53,udp,48279,-,0.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.126950,COzhnL38FMTg7ISYJj,192.168.8.123,36062,192.168.8.1,53,udp,15017,-,0.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.127508,CswxfM3ufup90oRPs8,192.168.8.123,53552,192.168.8.1,53,udp,56748,-,0.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776853353.127517,CswxfM3ufup90oRPs8,192.168.8.123,53552,192.168.8.1,53,udp,35498,-,0.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776853353.128402,CxrJ6723XHBnEnXrMi,192.168.8.123,39992,192.168.8.1,53,udp,61999,-,1.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.128418,CxrJ6723XHBnEnXrMi,192.168.8.123,39992,192.168.8.1,53,udp,15826,-,1.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.128482,CxrJ6723XHBnEnXrMi,192.168.8.123,39992,192.168.8.1,53,udp,61999,-,1.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.128487,CxrJ6723XHBnEnXrMi,192.168.8.123,39992,192.168.8.1,53,udp,15826,-,1.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.129080,CAjcvo4LD0hJS6yGq5,192.168.8.123,58322,192.168.8.1,53,udp,62862,-,1.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776853353.129089,CAjcvo4LD0hJS6yGq5,192.168.8.123,58322,192.168.8.1,53,udp,61325,-,1.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776853353.129577,CGakN1jLt1n3pvQ1l,192.168.8.123,41701,192.168.8.1,53,udp,52767,-,2.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.129590,CGakN1jLt1n3pvQ1l,192.168.8.123,41701,192.168.8.1,53,udp,25626,-,2.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.129659,CGakN1jLt1n3pvQ1l,192.168.8.123,41701,192.168.8.1,53,udp,52767,-,2.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.129662,CGakN1jLt1n3pvQ1l,192.168.8.123,41701,192.168.8.1,53,udp,25626,-,2.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.130211,CNs9nA2nx36u7fIE7d,192.168.8.123,37987,192.168.8.1,53,udp,45885,-,2.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776853353.130220,CNs9nA2nx36u7fIE7d,192.168.8.123,37987,192.168.8.1,53,udp,48447,-,2.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776853353.130625,CpLzrA4fthrCoCgd14,192.168.8.123,49410,192.168.8.1,53,udp,48378,-,3.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.130638,CpLzrA4fthrCoCgd14,192.168.8.123,49410,192.168.8.1,53,udp,24315,-,3.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.130703,CpLzrA4fthrCoCgd14,192.168.8.123,49410,192.168.8.1,53,udp,48378,-,3.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.130707,CpLzrA4fthrCoCgd14,192.168.8.123,49410,192.168.8.1,53,udp,24315,-,3.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.131339,ClGRo21XbLl2RyAY58,192.168.8.123,52919,192.168.8.1,53,udp,23929,-,3.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776853353.131346,ClGRo21XbLl2RyAY58,192.168.8.123,52919,192.168.8.1,53,udp,43896,-,3.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776853353.131755,Ccuhux1pqnLT2FjPQ,192.168.8.123,44591,192.168.8.1,53,udp,7883,-,0.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.131769,Ccuhux1pqnLT2FjPQ,192.168.8.123,44591,192.168.8.1,53,udp,37577,-,0.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.131836,Ccuhux1pqnLT2FjPQ,192.168.8.123,44591,192.168.8.1,53,udp,7883,-,0.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.131838,Ccuhux1pqnLT2FjPQ,192.168.8.123,44591,192.168.8.1,53,udp,37577,-,0.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776853353.132458,CV7Am03YXryL7fIIAh,192.168.8.123,49014,192.168.8.1,53,udp,52352,-,0.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776853353.132468,CV7Am03YXryL7fIIAh,192.168.8.123,49014,192.168.8.1,53,udp,27777,-,0.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776853353.132938,C0FT5Q1m9UQTXX0Zn2,192.168.8.123,39697,192.168.8.1,53,udp,44451,-,1.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
