ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,trans_id,rtt,query,qclass,qclass_name,qtype,qtype_name,rcode,rcode_name,AA,TC,RD,RA,Z,answers,TTLs,rejected,opcode,opcode_name
1776868417.621492,CYhvrs441fqgDN1g8h,192.168.8.123,54389,192.168.8.1,53,udp,48468,-,0.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776868417.621527,CYhvrs441fqgDN1g8h,192.168.8.123,54389,192.168.8.1,53,udp,15945,-,0.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776868417.621577,CYhvrs441fqgDN1g8h,192.168.8.123,54389,192.168.8.1,53,udp,48468,-,0.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776868417.621580,CYhvrs441fqgDN1g8h,192.168.8.123,54389,192.168.8.1,53,udp,15945,-,0.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776868417.622576,Cmhbz7hxgygxl6ki2,192.168.8.123,35956,192.168.8.1,53,udp,10722,-,0.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776868417.622586,Cmhbz7hxgygxl6ki2,192.168.8.123,35956,192.168.8.1,53,udp,18150,-,0.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776868417.623072,CmvGZr4bT5YFmgxJQb,192.168.8.123,41911,192.168.8.1,53,udp,8329,-,1.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776868417.623087,CmvGZr4bT5YFmgxJQb,192.168.8.123,41911,192.168.8.1,53,udp,31631,-,1.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776868417.623150,CmvGZr4bT5YFmgxJQb,192.168.8.123,41911,192.168.8.1,53,udp,8329,-,1.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776868417.623152,CmvGZr4bT5YFmgxJQb,192.168.8.123,41911,192.168.8.1,53,udp,31631,-,1.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776868417.623731,CaauQF24nfVODPTBMh,192.168.8.123,42732,192.168.8.1,53,udp,24730,-,1.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776868417.623739,CaauQF24nfVODPTBMh,192.168.8.123,42732,192.168.8.1,53,udp,55525,-,1.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776868417.624281,CeBEpz3wvdS5JUYzYj,192.168.8.123,47122,192.168.8.1,53,udp,56371,-,2.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776868417.624295,CeBEpz3wvdS5JUYzYj,192.168.8.123,47122,192.168.8.1,53,udp,37132,-,2.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776868417.624358,CeBEpz3wvdS5JUYzYj,192.168.8.123,47122,192.168.8.1,53,udp,56371,-,2.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776868417.624360,CeBEpz3wvdS5JUYzYj,192.168.8.123,47122,192.168.8.1,53,udp,37132,-,2.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776868417.624908,CPSUX01nTijCnn08W8,192.168.8.123,53695,192.168.8.1,53,udp,47247,-,2.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776868417.624916,CPSUX01nTijCnn08W8,192.168.8.123,53695,192.168.8.1,53,udp,41357,-,2.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776868417.625383,CYlY7d353vBdqovQf,192.168.8.123,50982,192.168.8.1,53,udp,42186,-,3.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776868417.625395,CYlY7d353vBdqovQf,192.168.8.123,50982,192.168.8.1,53,udp,56267,-,3.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
