ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,trans_id,rtt,query,qclass,qclass_name,qtype,qtype_name,rcode,rcode_name,AA,TC,RD,RA,Z,answers,TTLs,rejected,opcode,opcode_name
1776826945.683963,CQfzkZ3NsyweHmOwBg,192.168.8.236,39745,192.168.8.1,53,udp,571,-,2.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776826945.683969,CQfzkZ3NsyweHmOwBg,192.168.8.236,39745,192.168.8.1,53,udp,6705,-,2.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776826945.684609,CQfzkZ3NsyweHmOwBg,192.168.8.236,39745,192.168.8.1,53,udp,571,-,2.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776826945.684610,CQfzkZ3NsyweHmOwBg,192.168.8.236,39745,192.168.8.1,53,udp,6705,-,2.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776826945.685055,CEESPS3BZOctKO61Y6,192.168.8.236,52829,192.168.8.1,53,udp,56698,-,2.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776826945.685058,CEESPS3BZOctKO61Y6,192.168.8.236,52829,192.168.8.1,53,udp,41853,-,2.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776826945.686501,ChY3zhEq0H9DX4yE1,192.168.8.236,52700,192.168.8.1,53,udp,8298,-,3.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776826945.686503,ChY3zhEq0H9DX4yE1,192.168.8.236,52700,192.168.8.1,53,udp,46962,-,3.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776826945.686850,ChY3zhEq0H9DX4yE1,192.168.8.236,52700,192.168.8.1,53,udp,8298,-,3.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776826945.686852,ChY3zhEq0H9DX4yE1,192.168.8.236,52700,192.168.8.1,53,udp,46962,-,3.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776826945.687230,CFiBvx14avqpPUMG5j,192.168.8.236,35422,192.168.8.1,53,udp,35476,-,3.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776826945.687232,CFiBvx14avqpPUMG5j,192.168.8.236,35422,192.168.8.1,53,udp,2283,-,3.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776826945.688579,CMr6y12gZsiflPkMxk,192.168.8.236,37561,192.168.8.1,53,udp,27664,-,0.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776826945.688580,CMr6y12gZsiflPkMxk,192.168.8.236,37561,192.168.8.1,53,udp,50456,-,0.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776826945.688897,CMr6y12gZsiflPkMxk,192.168.8.236,37561,192.168.8.1,53,udp,27664,-,0.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
