ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,trans_id,rtt,query,qclass,qclass_name,qtype,qtype_name,rcode,rcode_name,AA,TC,RD,RA,Z,answers,TTLs,rejected,opcode,opcode_name
1776859856.871402,CHnk4nJdZZo5zqqM3,192.168.8.123,52620,192.168.8.1,53,udp,9057,-,2.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776859856.871421,CHnk4nJdZZo5zqqM3,192.168.8.123,52620,192.168.8.1,53,udp,55142,-,2.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776859856.871480,CHnk4nJdZZo5zqqM3,192.168.8.123,52620,192.168.8.1,53,udp,9057,-,2.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776859856.871484,CHnk4nJdZZo5zqqM3,192.168.8.123,52620,192.168.8.1,53,udp,55142,-,2.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776859856.872602,CCF84I23RUsST1pU61,192.168.8.123,42411,192.168.8.1,53,udp,17206,-,2.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776859856.872611,CCF84I23RUsST1pU61,192.168.8.123,42411,192.168.8.1,53,udp,62002,-,2.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776859856.873102,C9OWO415cTUoE7zn65,192.168.8.123,41444,192.168.8.1,53,udp,46550,-,3.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776859856.873116,C9OWO415cTUoE7zn65,192.168.8.123,41444,192.168.8.1,53,udp,11477,-,3.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776859856.873181,C9OWO415cTUoE7zn65,192.168.8.123,41444,192.168.8.1,53,udp,46550,-,3.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776859856.873186,C9OWO415cTUoE7zn65,192.168.8.123,41444,192.168.8.1,53,udp,11477,-,3.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776859856.873805,CTNitR3Sl4cGXcIyU1,192.168.8.123,41697,192.168.8.1,53,udp,5484,-,3.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776859856.873814,CTNitR3Sl4cGXcIyU1,192.168.8.123,41697,192.168.8.1,53,udp,42594,-,3.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776859856.874287,Cm5D4m1Xr67GjX0TNa,192.168.8.123,33310,192.168.8.1,53,udp,46859,-,0.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776859856.874301,Cm5D4m1Xr67GjX0TNa,192.168.8.123,33310,192.168.8.1,53,udp,39685,-,0.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776859856.874361,Cm5D4m1Xr67GjX0TNa,192.168.8.123,33310,192.168.8.1,53,udp,46859,-,0.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776859856.874365,Cm5D4m1Xr67GjX0TNa,192.168.8.123,33310,192.168.8.1,53,udp,39685,-,0.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776859856.875062,CjTw6p1TdJipSKJKH6,192.168.8.123,56354,192.168.8.1,53,udp,51254,-,0.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776859856.875071,CjTw6p1TdJipSKJKH6,192.168.8.123,56354,192.168.8.1,53,udp,6696,-,0.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776859856.875514,C52oFv31XEicPb7zha,192.168.8.123,34306,192.168.8.1,53,udp,15722,-,1.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776859856.875527,C52oFv31XEicPb7zha,192.168.8.123,34306,192.168.8.1,53,udp,39533,-,1.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776859856.875588,C52oFv31XEicPb7zha,192.168.8.123,34306,192.168.8.1,53,udp,15722,-,1.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776859856.875592,C52oFv31XEicPb7zha,192.168.8.123,34306,192.168.8.1,53,udp,39533,-,1.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776859856.876211,CgCl1g2BiitIquWLig,192.168.8.123,58579,192.168.8.1,53,udp,50588,-,1.debian.pool.ntp.org.lan,1,C_INTERNET,1,A,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776859856.876220,CgCl1g2BiitIquWLig,192.168.8.123,58579,192.168.8.1,53,udp,55450,-,1.debian.pool.ntp.org.lan,1,C_INTERNET,28,AAAA,3,NXDOMAIN,F,F,T,F,0,-,-,T,0,query
1776859856.876657,C4nL0o4YMCtv6U7Brb,192.168.8.123,51026,192.168.8.1,53,udp,30924,-,2.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776859856.876670,C4nL0o4YMCtv6U7Brb,192.168.8.123,51026,192.168.8.1,53,udp,40650,-,2.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776859856.876730,C4nL0o4YMCtv6U7Brb,192.168.8.123,51026,192.168.8.1,53,udp,30924,-,2.debian.pool.ntp.org,1,C_INTERNET,1,A,5,REFUSED,F,F,T,F,0,-,-,T,0,query
1776859856.876734,C4nL0o4YMCtv6U7Brb,192.168.8.123,51026,192.168.8.1,53,udp,40650,-,2.debian.pool.ntp.org,1,C_INTERNET,28,AAAA,5,REFUSED,F,F,T,F,0,-,-,T,0,query
